,text
54,"['mindfulness in', 'in this', 'this sense', 'sense is', 'is found', 'found to', 'to be', 'be the', 'the chief', 'chief characteristic', 'characteristic of', 'of all', 'all skillful', 'skillful actions', 'actions leading', 'leading to', 'to bliss', 'bliss here', 'here and', 'and hereafter', 'hereafter and', 'and tending', 'tending to', 'to ones', 'ones own', 'own and', 'and to', 'to others', 'others profit', 'profit it', 'it is', 'is the', 'the force', 'force which', 'which pushes', 'pushes one', 'one to', 'to right', 'right practice', 'practice after', 'after one', 'one has', 'has given', 'given careful', 'careful thought', 'thought to', 'to the', 'the buddhas', 'buddhas teaching']"
55,[]
56,"['life as', 'as it', 'it is', 'is understood', 'understood in', 'in the', 'the dispensation', 'dispensation of', 'of the', 'the buddha', 'buddha is', 'is unsatisfactory', 'unsatisfactory until', 'until one', 'one can', 'can through', 'through moral', 'moral joy', 'joy meditative', 'meditative tranquillity', 'tranquillity and', 'and wise', 'wise understanding', 'understanding reach', 'reach mental', 'mental invulnerability', 'invulnerability to', 'to suffering', 'suffering the', 'the way', 'way of', 'of mindfulness', 'mindfulness is', 'is understanding', 'understanding and', 'and tranquillity', 'tranquillity illumined', 'illumined by', 'by a', 'a bright', 'bright moral', 'moral character', 'character without', 'without a', 'a blameless', 'blameless happy', 'happy life', 'life of', 'of virtue', 'virtue it', 'it is', 'is not', 'not possible', 'possible to', 'to tranquilize', 'tranquilize the', 'the heart', 'heart or', 'or make', 'make the', 'the intellect', 'intellect keen', 'keen and', 'and clear', 'clear for', 'for spiritual', 'spiritual perfection', 'perfection the', 'the spiritual', 'spiritual man', 'man is', 'is a', 'a person', 'person of', 'of so', 'so sensitive', 'sensitive and', 'and heightened', 'heightened a', 'a consciousness', 'consciousness that', 'that he', 'he finds', 'finds even', 'even slight', 'slight moral', 'moral guilt', 'guilt burdensome', 'burdensome and', 'and so', 'so he', 'he cannot', 'cannot help', 'help avoiding', 'avoiding all', 'all traces', 'traces of', 'of it', 'it by', 'by a', 'a strict', 'strict adherence', 'adherence to', 'to virtue', 'virtue otherwise', 'otherwise owing', 'owing to', 'to remorse', 'remorse at', 'at his', 'his backslidings', 'backslidings and', 'and preoccupation', 'preoccupation with', 'with them', 'them he', 'he will', 'will not', 'not find', 'find the', 'the right', 'right inner', 'inner environment', 'environment and', 'and climate', 'climate for', 'for developing', 'developing the', 'the placidity', 'placidity and', 'and insight', 'insight which', 'which produce', 'produce the', 'the power', 'power of', 'of perfect', 'perfect equanimity', 'equanimity necessary', 'necessary for', 'for changing', 'changing over', 'over from', 'from mental', 'mental slavery', 'slavery to', 'to freedom', 'freedom the', 'the cheerful', 'cheerful joyous', 'joyous atmosphere', 'atmosphere which', 'which virtue', 'virtue gives', 'gives is', 'is more', 'more necessary', 'necessary to', 'to the', 'the aspirant', 'aspirant to', 'to nibbana', 'nibbana than', 'than anything', 'anything else', 'else to', 'to keep', 'keep him', 'him spiritually', 'spiritually alive']"
57,[]
58,"['although the', 'the discourse', 'discourse on', 'on the', 'the arousing', 'arousing of', 'of mindfulness', 'mindfulness does', 'does not', 'not speak', 'speak of', 'of virtue', 'virtue directly', 'directly in', 'in detail', 'detail and', 'and is', 'is principally', 'principally concerned', 'concerned with', 'with the', 'the calming', 'calming of', 'of the', 'the mind', 'mind and', 'and wise', 'wise understanding', 'understanding the', 'the presence', 'presence of', 'of the', 'the virtuefoundation', 'virtuefoundation is', 'is implied', 'implied since', 'since the', 'the instruction', 'instruction on', 'on mindfulness', 'mindfulness is', 'is intended', 'intended for', 'for the', 'the purification', 'purification of', 'of beings', 'beings and', 'and there', 'there is', 'is no', 'no purification', 'purification in', 'in the', 'the dhamma', 'dhamma which', 'which does', 'does not', 'not begin', 'begin with', 'with purification', 'purification of', 'of virtue', 'virtue sila', 'sila visuddhi', 'visuddhi and', 'and it', 'it is', 'is only', 'only after', 'after purification', 'purification of', 'of virtue', 'virtue sila', 'sila patitthaya', 'patitthaya that', 'that the', 'the wise', 'wise man', 'man develops', 'develops concentration', 'concentration and', 'and wisdom', 'wisdom and', 'and attains', 'attains liberation', 'liberation further', 'further ', ' there', 'there is', 'is enough', 'enough in', 'in the', 'the commentary', 'commentary and', 'and the', 'the explanation', 'explanation to', 'to it', 'it to', 'to prove', 'prove the', 'the importance', 'importance of', 'of virtue', 'virtue to', 'to the', 'the aspirant', 'aspirant and', 'and to', 'to show', 'show how', 'how tranquillity', 'tranquillity and', 'and understanding', 'understanding help', 'help in', 'in protecting', 'protecting the', 'the preserving', 'preserving and', 'and the', 'the perfecting', 'perfecting of', 'of virtue']"
59,[]
60,"['the way', 'way of', 'of mindfulness', 'mindfulness moves', 'moves towards', 'towards the', 'the equanimity', 'equanimity of', 'of the', 'the fully', 'fully quieted', 'quieted mind', 'mind along', 'along the', 'the firm', 'firm and', 'and sure', 'sure ground', 'ground of', 'of active', 'active virtue', 'virtue because', 'because of', 'of this', 'this virtuous', 'virtuous basis', 'basis it', 'it is', 'is a', 'a reliable', 'reliable way', 'way to', 'to highest', 'highest security', 'security free', 'free from', 'from the', 'the bogs', 'bogs swamps', 'swamps and', 'and sloughs', 'sloughs of', 'of vice', 'vice and', 'and the', 'the dangerous', 'dangerous futility', 'futility of', 'of inaction']"
61,[]
62,"['analysis is', 'is a', 'a salient', 'salient feature', 'feature of', 'of the', 'the method', 'method of', 'of arriving', 'arriving at', 'at knowledge', 'knowledge in', 'in the', 'the buddhadhamma', 'buddhadhamma the', 'the buddha', 'buddha is', 'is the', 'the master', 'master of', 'of analytic', 'analytic knowledge', 'knowledge and', 'and his', 'his doctrine', 'doctrine is', 'is called', 'called the', 'the teaching', 'teaching of', 'of analysis', 'analysis vibhajjavada', 'vibhajjavada the', 'the way', 'way of', 'of mindfulness', 'mindfulness is', 'is therefore', 'therefore naturally', 'naturally replete', 'replete with', 'with the', 'the application', 'application of', 'of the', 'the principles', 'principles of', 'of analysis', 'analysis the', 'the sentient', 'sentient being', 'being is', 'is radically', 'radically searched', 'searched through', 'through manifold', 'manifold analysis', 'analysis to', 'to see', 'see if', 'if anything', 'anything in', 'in him', 'him is', 'is unanalysable', 'unanalysable only', 'only that', 'that which', 'which is', 'is relative', 'relative is', 'is analysable', 'analysable only', 'only that', 'that which', 'which is', 'is conditioned', 'conditioned and', 'and dependent', 'dependent on', 'on something', 'something else', 'else the', 'the absolute', 'absolute the', 'the unconditioned', 'unconditioned and', 'and the', 'the independent', 'independent are', 'are not', 'not analysable', 'analysable is', 'is there', 'there anything', 'anything absolute', 'absolute in', 'in the', 'the sentient', 'sentient being', 'being or', 'or is', 'is everything', 'everything in', 'in the', 'the sentient', 'sentient being', 'being relative', 'relative the', 'the answer', 'answer has', 'has to', 'to be', 'be found', 'found out', 'out by', 'by the', 'the aspirant', 'aspirant after', 'after being', 'being convinced', 'convinced by', 'by valid', 'valid thought', 'thought and', 'and experience', 'experience in', 'in order', 'order to', 'to reach', 'reach the', 'the first', 'first glimpse', 'glimpse of', 'of the', 'the goal', 'goal by', 'by training', 'training to', 'to think', 'think along', 'along the', 'the lines', 'lines indicated', 'indicated in', 'in the', 'the way', 'way he', 'he will', 'will be', 'be able', 'able to', 'to conclude', 'conclude with', 'with certainty', 'certainty what', 'what the', 'the nature', 'nature of', 'of sentient', 'sentient individuality', 'individuality really', 'really is', 'is on', 'on the', 'the immovable', 'immovable basis', 'basis of', 'of such', 'such correct', 'correct knowledge', 'knowledge rests', 'rests the', 'the final', 'final realization', 'realization of', 'of supra', 'supra mundane', 'mundane perfection']"
63,[]
64,"['the aim', 'aim of', 'of analysis', 'analysis in', 'in the', 'the way', 'way of', 'of the', 'the buddha', 'buddha is', 'is to', 'to attain', 'attain correct', 'correct understanding', 'understanding of', 'of the', 'the component', 'component parts', 'parts of', 'of sentient', 'sentient existence', 'existence and', 'and their', 'their relations', 'relations for', 'for rightly', 'rightly grasping', 'grasping the', 'the unique', 'unique totality', 'totality of', 'of the', 'the individual', 'individual that', 'that emerges', 'emerges from', 'from the', 'the relations', 'relations only', 'only a', 'a buddha', 'buddha however', 'however has', 'has the', 'the ability', 'ability to', 'to gauge', 'gauge the', 'the uniqueness', 'uniqueness of', 'of individual', 'individual totality', 'totality consummately', 'consummately but', 'but the', 'the important', 'important thing', 'thing to', 'to be', 'be noted', 'noted here', 'here is', 'is that', 'that a', 'a just', 'just and', 'and generally', 'generally accurate', 'accurate perception', 'perception of', 'of the', 'the significance', 'significance of', 'of the', 'the totality', 'totality as', 'as a', 'a thing', 'thing distinct', 'distinct from', 'from every', 'every other', 'other and', 'and possessing', 'possessing a', 'a character', 'character that', 'that clearly', 'clearly is', 'is not', 'not to', 'to be', 'be merely', 'merely described', 'described or', 'or defined', 'defined by', 'by the', 'the parts', 'parts is', 'is the', 'the result', 'result of', 'of the', 'the teamwork', 'teamwork of', 'of the', 'the forces', 'forces of', 'of wisdom', 'wisdom and', 'and concentrated', 'concentrated vision', 'vision analysis', 'analysis of', 'of the', 'the parts', 'parts lays', 'lays bare', 'bare the', 'the constituent', 'constituent components', 'components analysis', 'analysis of', 'of the', 'the relations', 'relations gives', 'gives a', 'a sense', 'sense of', 'of the', 'the totality', 'totality all', 'all the', 'the differences', 'differences that', 'that make', 'make for', 'for uniqueness', 'uniqueness are', 'are seen', 'seen as', 'as due', 'due to', 'to subtle', 'subtle distinctions', 'distinctions of', 'of relations', 'relations and', 'and the', 'the uniqueness', 'uniqueness of', 'of the', 'the personality', 'personality individuality', 'individuality and', 'and entirety', 'entirety of', 'of a', 'a living', 'living being', 'being depends', 'depends on', 'on the', 'the countless', 'countless number', 'number of', 'of ever', 'ever changing', 'changing relations', 'relations their', 'their infinite', 'infinite variety', 'variety subtle', 'subtle nuances', 'nuances and', 'and endless', 'endless possibilities', 'possibilities in', 'in each', 'each separate', 'separate lifeflux', 'lifeflux the', 'the analytic', 'analytic nature', 'nature of', 'of the', 'the way', 'way leads', 'leads one', 'one finally', 'finally to', 'to the', 'the vision', 'vision of', 'of the', 'the sentient', 'sentient being', 'being as', 'as a', 'a uniquely', 'uniquely related', 'related totality', 'totality that', 'that transcends', 'transcends the', 'the parts', 'parts and', 'and has', 'has a', 'a character', 'character all', 'all its', 'its own', 'own the', 'the sense', 'sense of', 'of totality', 'totality to', 'to which', 'which the', 'the logic', 'logic of', 'of analysis', 'analysis leads', 'leads is', 'is realized', 'realized as', 'as true', 'true in', 'in the', 'the intensity', 'intensity of', 'of the', 'the absorptive', 'absorptive or', 'or unifying', 'unifying activity', 'activity of', 'of concentrative', 'concentrative thought']"
65,[]
66,"['here the', 'the development', 'development of', 'of penetrative', 'penetrative insight', 'insight vipassana', 'vipassana combines', 'combines with', 'with that', 'that of', 'of tranquilizing', 'tranquilizing concentration', 'concentration samatha', 'samatha and', 'and each', 'each functions', 'functions in', 'in a', 'a way', 'way that', 'that does', 'does not', 'not outstrip', 'outstrip the', 'the other', 'other both', 'both gain', 'gain uniformity', 'uniformity of', 'of force', 'force through', 'through the', 'the overdoing', 'overdoing of', 'of analysis', 'analysis there', 'there could', 'could be', 'be agitation', 'agitation and', 'and indolence', 'indolence creeps', 'creeps in', 'in through', 'through too', 'too much', 'much of', 'of tranquillity']"
67,[]
68,"['searching analysis', 'analysis is', 'is predominantly', 'predominantly intellective', 'intellective and', 'and is', 'is the', 'the work', 'work of', 'of insight', 'insight wholehearted', 'wholehearted acceptance', 'acceptance is', 'is principally', 'principally intuitive', 'intuitive and', 'and springs', 'springs from', 'from the', 'the placidity', 'placidity of', 'of concentration', 'concentration in', 'in the', 'the sense', 'sense of', 'of yoking', 'yoking yuganandhatthena', 'yuganandhatthena and', 'and of', 'of not', 'not letting', 'letting either', 'either become', 'become overwhelming', 'overwhelming anativattanatthena', 'anativattanatthena contemplative', 'contemplative balance', 'balance is', 'is reached', 'reached that', 'that balance', 'balance is', 'is manifested', 'manifested as', 'as the', 'the sober', 'sober serene', 'serene steadfast', 'steadfast acceptance', 'acceptance of', 'of the', 'the truth', 'truth which', 'which analysis', 'analysis reveals']"
